Product ID,Product Name,Category,Description,Price
260,Chicken Cocktail Sausage,"Eggs, Meat & Fish","Chicken Cocktail Sausage is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho.",220
261,Sun Expert Fairnes Sunscren Lotion SPF 30 PA++,Beauty & Hygiene,"SPF 30 is a measure of protection for the skin from UVB rays and broad spectrum UV protection, Keeps your skin looking fresh and oil-free, PA+ is a measure of protection for the skin from the harmful UVA rays, Helps lighten your skin tone on regular usage.  For Beauty tips, tricks & more visit https://bigbasket.blog/",385
262,Cotton Pads,Beauty & Hygiene,"Cotton pads are pads made of cotton  For Beauty tips, tricks & more visit https://bigbasket.blog/",80
263,Ashwagandha Powder,Gourmet & World Food,"Reap the benefits of a rejuvenating tonic and an anti-inflammatory agent in Nutriwish Ashwagandha Powder. Known as one of the most powerful herbs in Ayurvedic healing, Nutriwish Ashwagandha Powder helps to assist the body to adapt to the negative effects of chronic stress by increasing energy, strength, and stamina. Make the most of this Indian ginseng, by having a beverage that contains a teaspoon of powdered ashwagandha before bedtime.",400
264,Frozen - Mixed Vegetables,Snacks & Branded Foods,"A packet of Safal frozen mixed vegetables is what you need after a hard day's work when you want to spend a minimum amount of time cooking. The vegetables are peeled and finely diced into small pieces, and they are frozen when fresh using the revolutionary individual quick freezing technique. This helps preserve the nutritional content and flavour of the vegetables.",110
265,Masala - Kitchen,"Foodgrains, Oil & Masala","Kitchen King Masala is a perfect multi-utility blend to add taste and colour to of your gravy dishes in a very tasty. The masala Works magic even when used in Paneer Butter Masala Egg-Curry, Veg. Kofta and manyMore",33
266,Mustard/Sasive/Rai - Big,"Foodgrains, Oil & Masala","Mustards are an integral part of the kitchen spices. Used mainly for seasoning in any Indian dish. Releases a wonderful aroma making the dish taste perfect and making it look complete. Be it chutneys or dhoklas or curries, mustard seeds are a must. You can add this mustard to any Indian curry to enhance its taste. Use it with other spices as part of your spice-mix or make a paste for everyday use.",50
267,Ayurvedic Soap,Beauty & Hygiene,"Chandrika has been the beauty secret of millions of women over the world. Today, it is one of the most trusted brands in South India, with its pure ayurvedic ingredients known to cure skin problems and give a clear and flawless skin, naturally. Made with the purest coconut oil and best of ayurvedic herbs, Chandrika is safe and effective.",288
268,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324","Kitchen, Garden & Pets","Keep yourself hydrated by carrying this smart-looking bottle whenever stepping out from the house. The glass body offers excellent finishing with enough durability and strength. It comes with a holder strap, which allows you to hold with much ease and convenience. This bottle can fit anywhere and is designed to slip into your office bag, purse or sports bag, as this bottle takes up minimal space.",309
269,Perfume - Youth Dew EDP Spray,Beauty & Hygiene,"Top notes are aldehydes, orange, spices, peach, bergamot, narcissus and lavender; middle notes are cinnamon, cassia, orchid, jasmine, cloves, ylang-ylang, rose, lily-of-the-valley and spicy notes; base notes are tolu balsam, peru balsam, amber, patchouli, musk, vanilla, oakmoss, vetiver and incense. Fragrance Type- Oriental Spicy  For Beauty tips, tricks & more visit https://bigbasket.blog/",3500
270,Cotton Swabs,Beauty & Hygiene,"Cotton swabs consist of a small wad of cotton wrapped around one or both ends of a short rod, usually made of either wood  For Beauty tips, tricks & more visit https://bigbasket.blog/",109
271,Organic Idly - Oats,Snacks & Branded Foods,"Oats are rich in fibre and minerals. Oats is presented in a convenient form and adopted in a south Indian breakfast style. Rich in antioxidants, oats lowers the cholesterol level and improves blood sugar control. Oatmeal is very filling and it helps to lose weight. Certified organic products are only used to make this product.",125
272,Red Curry,Gourmet & World Food,"Real Thai Red Curry with Vegetables is ready to cook meal packet. You just need to cook or microwave it and it can be served with Real Thai Jasmine Rice.
Benefits 
1. Made with all-natural ingredients.
2. Tasty and healthy, it's ready to eat product.",270
273,Hareli Kitchen Jar,"Kitchen, Garden & Pets","These Pasabahce glass jars are made from high-quality glass raw material. The capacity of these jars is 635 ml each. These are airtight in nature & featured with 100% clarity, extra strong, heavy bottom, freezer safe, no sharp edges, no wobbling, odorless & also dish washer safe. These are ideal for storing snacks, pulses & other food articles.",502
274,Heavy Starch - Lemon Fresh Scent,Cleaning & Household,Faultless Heavy Strach Lemon Fresh sprays on consistently with its button technology. It helps maintain your shits clean. Appear professional and fresh all the day. It makes ironing simpler and with no clogging thanks to its expert formula. It can be used on all washable garments.,285
275,United Dreams Go Far Eau De Toilette,Beauty & Hygiene,"The new men's fragrance from the United Dreams collection is dedicated to any man who loves letting loose and living in the moment. Fresh and energetic, this perfume perfectly embodies a strong and brave attitude. Its vitality is expressed via marine and lime features that combine with hints of cardamom, lavender and lotus spices. A mix that is intensified by dashes of musk, cedarwood, and amber.",1900
276,Ayurvedic Jamun Powder,Beauty & Hygiene,"Meghdoot's Jamun Powder is an ayurvedic remedy which helps in controlling blood sugar level. This helps in controlling diabetes and also helps in regulating carbohydrate metabolism, stomach related disorders such as indigestion and constipation can also be relieved by its use. It is made using herbal formulation that it is safe to use. It helps to manage cholesterol levels in the body.",60
277,So Soft 2 Ply Face Tissue Box,Cleaning & Household,"Origami presents premium imported tissues which are highly absorbent and soft. These multipurpose tissues can be used in your workplace, home and even while you are traveling. These tissues are made using virgin fiber to deliver superior quality and hygiene. They are soft and absorbent, and also made from recycled material from regenerative forest sources. So every time you use one of the tissues, you do so without impacting the environment. So go ahead and pull away!  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/",140
278,"Pomegranate - Single Serve, Peeled",Fruits & Vegetables,"We've eliminated the messy step of removing the peel of pomegranate.
Savour the luscious seeds without any effort through Fresho's pomegranates.
With ruby color and an intense, floral, sweet-tart flavour, the pomegranate delivers both taste and beauty. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1229/pomegranate-cooler/",42.5
279,Stevia Spoonable - Powder,Gourmet & World Food,"So Sweet Stevia Powder is made of 100% natural Zero calorie sweetener and in the best and healthiest alternative to sugar and artificial sweeteners. So Sweet Stevia Powder can be used in beverages or can be used for cooking, boiling or baking.  It contains no calories, no carbohydrates, no artificial ingredients and it doesn't have bitterness or aftertaste. It is a verified Non-GMO product and is safe for diabetics. 100% natural extraction process of sweetener is done using only water.",320
280,Ylang Ylang Essential Oil,Beauty & Hygiene,"This Ylang ylang flower is an aphrodisiac and its flowers are strewn on the beds of Indonesian newlyweds. This Essential Oil relaxes, reduces muscle tension and is a good antidepressant and leaves you in a state of euphoria. It has been traditionally used as an aphrodisiac, and is supportive for conditions of over-excitation and temper. Used in hair preparations to promote thick and shiny hair, also to add luster to skin.",390
281,Toor/Arhar Dal,"Foodgrains, Oil & Masala","Toor Dal is not only delicious but also has nutritional value. It contains a good amount of fiber. Toor dal is an excellent source of nutrients and plant protein, and it also contains dietary fiber. In essence, legumes are nutritional though they represent a low-fat and low-cholesterol alternative. Legumes such as toor dal provide essential nutrients, fiber and protein for vegetarians. Toor dal rich in protein, vitamins and iron is often served with rich spices over rice and Rotis.",160
282,Peristaltic Nipple - 'S' Hole,Baby Care,"This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",99
283,Fragrance Body Spray - Cool Blue,Beauty & Hygiene,"Cool Blue opens with oceanic cool fresh notes that shall remind you of a beach vacation, powered by a combination of spicy clove with citrusy lemon. Nice fruity heart blended with the heavy woody character helps to hold the fragrance for a long time on the body.For Beauty tips, tricks & more visit https://bigbasket.blog/",290
284,Vitamin C Brightening Peel Off Mask,Beauty & Hygiene,"St. Botanica Vitamin C Brightening Peel Off Face Mask is a luxurious blend of vitamin C and premium plant extracts for whitening and brightening your complexion. It is an effective product to detoxify the skin, nourish it and reveal clear glowing skin. The peel-off face mask helps remove the deep-seated dirt trapped in the skin pores. By unclogging the pores, it helps your skin to breath and diminishes breakouts. Vitamins and bioactive constituents of the plant extracts penetrate the skin and nourish the dermis. This helps decrease excess melanin synthesis and gives your skin a lighter appearance. The nutrient-rich face mask also helps in firming the skin. Multiple Benefits of Vitamin C: Vitamin C is blessed with multiple skin-friendly properties. It’s a powerful antioxidant for neutralizing free radicals that damage the skin cells. Its anti-ageing effect, an obvious outshoot of its antioxidant property, helps restore the youthful texture and tone of the skin. For restoring your natural complexion you need vitamin C. It helps lightens dark spots and fades blemishes. Skin nurtured by this amazing nutrient boasts of a flawless complexion. Skin Detoxification: Multani mitti, the base ingredient of the face mask, is a powerful absorbent. It draws out toxins, impurities and microbes from the skin and leaves your skin feeling squeaky clean and refreshed. Hydrated & Soft Skin: The peel-off face mask absorbs excess oil from the skin without disrupting your skin’s oil balance. It contains hyaluronic acid, your skin’s natural humectant. The high concentration of hyaluronic acid in the dermis gives your skin the plumped up appearance. Light Radiant Complexion: Orange and lemon peel extracts infused in the face mask supports fair spotless complexion. Liquorice helps in lightening the skin tone. Turmeric boosts your skin’s radiance. Cucumber has a soothing effect on the skin. Green tea extract is loaded with antioxidants that protect the skin from free radicals and maintains your naturally glowing complexion. Vitamin C for a clear, even, radiant complexion. Removes impurities and absorbs excess oil.",499
285,Almond & Rose Soap Value Pack,Beauty & Hygiene,"Himalaya Almond & Rose Soap combines 10% natural actives to restore the body's water content. This non-greasy soap leaves skin feeling soft, supple and toned. Blended with all natural ingredients such as Almond Oil and Persian Rose, this body soap deeply penetrates into the skin to hydrate it completely.",160
286,Yippee Noodles - Magic Masala,Snacks & Branded Foods,"Sunfeast YiPPee! Magic Masala Noodles are sure to make for a quick, tasty and wholesome meal for your kids. Made with the finest ingredients and the goodness of real vegetables, YiPPee!'s delicious mix of Indian spices give it the much loved magical masala taste. Sunfeast YiPPee! comes packed in a unique round block, which ensures you get long, non-sticky and slurpy tasty instant noodles every time.
Relish them as a tasty snack in the evening, as a wholesome noodle meal which has the right nutrition and a source of Calcium, Vitamin C, Iron Folic acid and Protein, or for a midnight craving munch - perfect for when you want something quick and tasty.",68
287,Fields Of Gold Organic Foxtail Millet,"Foodgrains, Oil & Masala","Foxtail Millet is traditionally grown food and a storehouse of nutrition – their resilience makes them organic by nature. This is one of the healthiest food options. Rich in high nutritious value, it is good for health.",90
288,Arrabbiata Tomato Pasta Sauce With Chilli,Gourmet & World Food,,325
289,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",Snacks & Branded Foods,"Experience a unique woody chocolate taste as you bite into delectable dark chocolate shells to discover dark mousse infused with cinnamon and coffee. Handcrafted by Master Chocolatiers, Fabelle Wood has been inspired by the mystical element of nature – Wood. Created with premium ingredients in India, where high-quality cocoa meets premium ingredients – cinnamon and coffee. Relax and unwind as you indulge in this luxurious center-filled dark chocolate bar.
The richness of this dark chocolate bar is only elevated with a punch of coffee and spiciness of cinnamon. It evokes a multi-sensorial experience as it teases you with its rich aroma, smooth texture and indulgent taste before hitting you with woody and intense taste. A perfect cure for Monday blues or a mid-day or post-dinner indulgence. Whenever the mood strikes, irrespective of the time and day, this center-filled luxury chocolate will lift your spirits.
Fabelle Launched in April 2016. It has redefined the way the country experiences chocolates. It’s unique offerings in the luxury and premium chocolate segment, is quite unlike anything that’s available in the market today. Its luxurious range of chocolates are Made in India after sourcing the finest single-origin cacaos from Africa and Latin America and blending it with exotic ingredients.",350
290,Basil Seed Drink - Orange,Gourmet & World Food,"This refreshing and healthy Basil seed drink is the perfect, healthy drink to quench thirst. Basil seeds are known for their health benefits, which includes, reducing stress, cooling the body and facilitating digestion. The drink can also be enjoyed as an accompaniment for snacks, or as a flavourful thirst quencher.",99
291,Solution Anti Blackhead/Whitehead Masksheet (Pack of 10),Beauty & Hygiene,"This basic mask sheet line that provides an honest solution to solve skin troubles, The Solution Pore Care Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing ingredients that provide pore care properties that help achieve a stunning texture. Bye bye, bad skin! It is enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This basic mask sheet line that provides an honest solution to solve skin troubles. The Solution Firming Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing Ceramides provides a moisturizing solution to dry, rough skin. Bye bye, bad skin! It is enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This basic mask sheet line that provides an honest solution to solve skin troubles, The Solution Nourishing Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing Ceramides provides a moisturizing solution to dry, rough skin. Bye bye, bad skin! Enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This basic mask sheet line that provides an honest solution to solve skin troubles, The Solution Soothing Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing ingredients that provide pore care properties that help achieve a stunning texture. Bye bye, bad skin! It is enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This Face Shop soothing jelly essence mask gently soothes fatigued and irritated skin after a hot summer day. This refreshing mask sheet with jelly essence provides an excellent cooling effect and tightens pores. The jelly essence absorbs into skin with no sticky residue to provide a long cooling effect. The face shop soothing jelly mask pore care intense moisture mask sheet is made with 100% peppermint fiber and the natural plant-derived sheet clings comfortably to the skin, soothes skin with moisture and provides a long-lasting cooling sensation.",1500
292,Acno Fight Pimple Clearing Gel,Beauty & Hygiene,Garnier Men Pimple Clearing Pen is an S.O.S pimple product that fights pimple-causing bacteria and has a lightweight gel formula.  Garnier Men is India's No. 1 Men's Face Wash Brand.,149
293,Pork Classic Salami,"Eggs, Meat & Fish","At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Imported Pork Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with best of European Pork meat, which is lean with low fat. Pork Salami is the mildly flavoured and integral part of any breakfast.",225
294,Gold Flash - Mosquito Repellent Combo Machine & Refill,Cleaning & Household,"Goodknight Gold Flash is India’s Most Powerful Liquid Vapouriser. It consists of a mosquito repellent cartridge (refill) and clip-on electronic machine. This vapouriser system is powered by Gold Flash technology which has 2 modes - Flash and Normal Mode. Use Flash Mode when there are more mosquitoes, and Normal Mode when there are fewer mosquitoes. Visible powerful Flash vapours instantly spread across the room and drive away mosquitoes, even the hidden ones. Flash mode releases visible vapours for 30 minutes every 4 hours.",257
295,Stainless Steel Airtight Storage Container - SL-1401,"Kitchen, Garden & Pets","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",269
296,Organic Idly Podi - Ginger,Snacks & Branded Foods,"This is a Ginger flavour Idly Podi that can be had with Idli, Dosa or Adai/Cheela. Ginger helps in digestion. It contains gingerol, a substance with medicinal properties, that can treat many forms of nausea. The anti-inflammatory effects of ginger can help with osteoarthritis, treat chronic indigestion and help fight infections. Certified organic products are only used.",75
297,Whisky Cocktail Mixers - 100% Natural,Gourmet & World Food,"Swa Artisanal Syrups Lychee Lemon Syrup - Makes 8-10 Drinks 250 ml +Swa Artisanal Syrups Orange Mint Syrup - Makes 8-10 Drinks 250 ml + Swa Artisanal Syrups Passion Fruit Tea Syrup - Makes 8-10 Drinks 250 ml + Swa Artisanal Syrups Pineapple Bird's Eye Chili Syrup - Makes 8-10 Drinks 250 ml
100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
A delicious signature blend, Lychee Lemon, is the crown of Summer. Our Lychees do come from Muzaffarpur, and we have the pulp frozen and stored for a year so that this syrup can be made accessible all year round. If food technology has developed, we should make use of it. No need to rely on preservatives, which we know for a fact, are harmful to our bodies. 100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Kids love this one. These are especially amazing as they are Indian Oranges grown widely in Rajasthan, bursting with robust flavour. We evaporate the orange juice in a vacuum for minimal loss of nutrients and flavour. We use Orange Juice, some mint, lemon juice and sugar to get this perfectly balanced, natural Swa Orange Mint Syrup syrup to you. 100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours. Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
A perfect balance of Assam and Darjeeling tea blend, brewed to perfection. Has just the right bitter notes from the tannins. Passionfruit is from Coorg/Malnad, Kerala depending upon the season. 100% Natural Syrups. Make easy mocktails, cocktails, iced teas, craft coffees or drizzle over your pancakes or yoghurt. Made with Real Fruits, Herbs and Spices. No added preservatives, colours or artificial flavours.
Swa Artisanal Syrups are hand-crafted by women. 250 ml syrups are shipped in sustainable Glass bottles. Each 250 ml syrup bottle makes 8-10 mocktails or 12-15 cocktails. Thus each glass of a complex restaurant-style cocktail will cost only Rs 30! Shelf life is 4 months unopened from Mfg date, refrigerate after opening and use within a month.
For recipe ideas please visit www.drinkswa.com/recipes 
Pineapple Bird’s eye chilli will uplift anybody's spirit. It’s perfectly balanced for all the flavours to come through and shine. There is something about Pineapple that is so universal that it becomes an instant hit. This is one fruit that has been used and abused, and no matter how you treat it, it still perks up any dish it touches. The sweet, tart and astringency of pineapple need a touch of spice to balance it out, leaving you a near-perfect combo to write home about.",1200
298,Family Sunscreen Lotion SPF 25,Beauty & Hygiene,"Family Sunscreen SPF 25 is an innovative sun protection lotion for the entire family {safe for kids too} with a cream base that protects with advanced broad spectrum. It provides an ultra-light and non-shiny finish.It is non-comedogenic, non-irritant, water resistant and can be used as a base before makeup. It contains the goodness of Aloe Vera - that is a natural UV inhibitor with a hydrating effect, Benzophenone 3 - provides UVB protection, Carrot extracts - an anti-inflammatory that soothes chapped and uncomfortable skin, retains moisture in the skin, Ethylexyl Methoxycinnamate - provides protection from UVB rays, Butyl Mehoxydibenzalemethane - protects from UVA rays, Honey - an anti-oxidant that protects from sun damage, Liquorice - prevents tan and brings fairness, Sandalwood - anti-inflammatory and natural sunscreen.",420
299,Japanese Cooking Rice-Wine,Gourmet & World Food,"Urban Platter Japanese Cooking Rice-Wine, 500ml [all natural & traditional cooking rice wine seasoning] contains water, rice, corn syrup, alcohol, rice koji. It adds sheen to foods. It is made from short-grain rice and glutinous rice, and then sweetened. Urban Platter - simply good food",500
300,Coated Green Peas - Wasabi,Gourmet & World Food,"The Wasabi Coated Green Peas has a smooth & delicate flavours that will make you come back for more. They are generously coated in a flavoursome batter, an added bonus to an already addictive snack. When you're hungry and in a hurry, reach for one of these quick, easy and nutritious snack. The product is highly rich in fibre and proteins. It is also 100% vegeterian and cholestrol free which makes it a super healthy snack to munch on at any time of the day! It is also made with premium quality ingredients so that you dont have to compromise with taste and quality.",110
301,Charminar Basmati Rice/Basmati Akki - Select,"Foodgrains, Oil & Masala","Charminar Select Basmati Rice is a tribute to the rich flavours of Nizami cuisine. Its long and delicate grains are processed with the expertise to preserve their distinct aroma and exceptional flavour ensuring that every dish you cook has the touch of royalty. So, go ahead and make something that will be remembered forever.",569
302,Hide & Seek Choco Rolls,Snacks & Branded Foods,"First of its kind chocolate chip cookies in India, Hide & Seek was launched in 1996 - best known today for its rich chocolaty experience. Available in Chocolate chip and Caffe Mocha flavours.",50
303,"Hair Fall Control Kit - Oil, Shampoo & Serum",Beauty & Hygiene,"Dr Batra’s Hair Fall Control Kit contains products that prevent hair fall and strengthen roots resulting in thicker, stronger and fuller Hair. Dr Batra’s Hair Fall Control Kit contains Hairfall Control Oil, Hairfall Control Shampoo and Hair fall control Serum.",1050
304,"Anti-Acne Face Cleanser - With Salyclic Acid, For Oily Skin",Beauty & Hygiene,"A deep cleansing formulation with anti-bacterial properties for complete and balanced skincare for acne-prone skin. Removes dust, pollution and excess oil without leaving your skin dry. Contains Salicylic acid, Vitamin C, Enriched Pea protein, Acai extracts and Wheat protein. Paraben and Sulphate free.",295
305,Gluten-Free Moong Dal Cheela/Dosa Mix,Gourmet & World Food,"Graminway Protein Daal Cheela is a power-packed cheela made of healthy moong dal and flavoured with natural spices. At Graminway, we believe that everyone deserves to live a full and healthy life. The intake of our food supplements will provide a good foundation for a healthy lifestyle. We are committed to providing the highest quality products at an affordable price. We are a company with a purpose beyond profit and want to make a lasting difference in the World. We aim to provide clean, natural, and healthy products without compromising on the flavours and taste. We produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",259
306,Milk Boiler - Aluminium,"Kitchen, Garden & Pets",This milk pan is ideal for heating milk and making tea. The sleek pan is highly durable and is easy to cook and clean. So go grab this cookware to make your cooking an easy fun job. It helps you keep your food tasty yet healthy.,732
307,"Green Tea - Pure, Bio-Degradable",Gourmet & World Food,"A selection of carefully crafted, finely balanced pure Ceylon artisan tea blends, Tealia provides customers with the highest quality of natural Ceylon green tea.",297
308,Cube Storage Glass Jar,"Kitchen, Garden & Pets","Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. These square-shaped jars from Treo by Milton allow you to store any item for kitchen use. This transparent jar from Treo by Milton offers you a direct and unobstructed view of what it holds inside. The clarity of the glass makes it look appealing as well. The unique square shape of the compact jar allows you to store it conveniently on any shelf without wasting any space. You can easily pack multiple units on a single shelf to utilise every corner. The threaded lid allows a secure closure that is resistant to leakage. The steel-finish framing around the lid offers a classy look. These jars from Treo by Milton sport a unique lid design that has a see-through top. This functional design allows one to view the content of the jar from above. These airtight, leak-proof jars allow you to store all your kitchen items safely. These jars are ideal for storing spices, nuts, pickles, and more. The glass surface can easily be labelled with a sticker. Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the finest furnaces in the world. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. Treo has the largest assortment of storage products for all needs. We have everything from stylish bottles in various shapes to suit your style to a large variety of fridge containers, jars and canisters. Your kitchen and fridge will never look the same again! The glass is here to promise you to have the best time every day! Serving good food and drinks with finesse is an art befitting a connoisseur. Delight your guests and family with the largest range of dinnerware, jugs, bowl and an extraordinary range of tumblers and mugs. Live the good life everyday with the beautiful assortment of Treo serve-ware. Explore our vast range of cookware sourced from the finest furnaces across the world. From die-cast non-stick aluminium range to bakeware to 100% fire-clay cookware, we have it all and more. Cooking will never be the same again! Live the good life every day where cooking becomes a delight with the beautiful yet functional products from Treo.",370
309,M1 Perfume Spray - For Men,Beauty & Hygiene,"Engage M1 Perfume Spray for Men. It has the fragrance of fresh citrus and spice that gives you long lasting aroma. It gives you protection against bad odour for a long time. The spray is easy to use and apply. It keeps you feeling fresh all day long. It accompanies all the occasions be it a party, a business meeting or a date. Strike an impression with this spray.",420
310,Tulsi Mulethi Green Tea,Gourmet & World Food,"A stress-relieving tea that will leave you energized and refreshed. This immunity-boosting tea helps keep common cough and cold at bay, improves digestion and is a natural mood uplifter. Enjoy the goodness of a certified organic tea.A delightful herbal aroma and taste of warm tulsi layered with sweet notes. Licorice adds a sweet touch to the finish.",300
311,Nicer Dicer,"Kitchen, Garden & Pets","Irich 12 in 1 Nicer Dicer made with High Grade ABS plastic material. It ideals with all kind of vegetable and fruit. It is a fastest, safest and easiest way to chop or dice fruits, vegetables & more. It is easy and very convenient to use. It is made of high quality stainless steel blade. Ideal for Potato, Onion, Carrots, Cucumber, Pineapple, Apple and many more fruits and vegetables, manual chopper. Salient Features ABS Plastic, Heavy duty & long life, Easy for fitting, Stainless Steel blade, Easy to use and clean",1195
312,Masala - Punjabi Chhole,"Foodgrains, Oil & Masala","Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food.",33
313,"Pork - Fresh Bacon, Sliced","Eggs, Meat & Fish",Casanova Bacon Sliced (Fresh) is a premium-quality bacon. The lean slices of pork are cured and slowly smoked over Applewood chips for up to 24 hours. Manufactured at Spain. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.,400
314,Active Salt Toothpaste Saver Pack 300g + Sensitive Soft Bristles Toothbrush 4pcs,Beauty & Hygiene,"Colgate Active Salt Toothpaste - Saver Pack 300 gColgate Active Salt is an anti-cavity toothpaste with the goodness of salt and minerals which help fight germs. Refreshing minty flavour gives fresher breath when used as directed for oral hygiene. Colgate Active Saltâ€šÂ¬â€žÂ¢s unique formula helps fight germs and provide you with healthier and cleaner teeth. Brush twice a day with Colgate Active Salt toothpaste as recommended by dentists. Colgate is Indiaâ€šÂ¬â€žÂ¢s No. 1 brand recommended by Dentists and offers unique oral hygiene solutions to ensure complete protection against germs and plague build-up.Colgate Sensitive Soft Bristles Toothbrush 4 pcsColgate Comfort Sensitive, Soft Bristles Toothbrush, with soft curved bristles, provides deep yet gentle mouth clean. The silky soft bristles for sensitive teeth and gums gently clean your mouth. It sweeps away food and plague, giving you a cleaner mouth with every brush. The compact head size reaches corners of the mouth, to provide deep clean action.Try Colgate Comfort Sensitive toothbrush and experience comfortable and effective cleaning, so you wear a confident smile every day!",258
315,Silicone Feeding Nipple/Teat Regular Neck - Size XL,Baby Care,"Regual Neck Nipple with anti colic valves, it is recommended for the first days of baby's life. Different flow rates are also available.",150
